DOMAIN,ID,TOKEN
SUBSTANCE,45586190,"alcohol dependence with withdrawal, uncomplicated"
SUBSTANCE,45533065,"alcohol dependence with withdrawal, unspecified"
SUBSTANCE,45566775,alcohol dependence with withdrawal with perceptual disturbance
SUBSTANCE,1410315,alcoholic delirium (machine translation)
SUBSTANCE,1410328,alcoholic dementia (machine translation)
SUBSTANCE,1410322,alcoholic manic state (machine translation)
SUBSTANCE,44835774,alcohol-induced mental disorders
SUBSTANCE,44824107,alcohol-induced persisting amnestic disorder
SUBSTANCE,44819535,alcohol-induced persisting dementia
SUBSTANCE,44824108,alcohol-induced psychotic disorder with delusions
SUBSTANCE,44832220,alcohol-induced psychotic disorder with hallucinations
SUBSTANCE,44835775,alcohol induced sleep disorders
SUBSTANCE,1410321,alcoholism and depression (machine translation)
SUBSTANCE,45592313,"alcohol use complicating pregnancy, first trimester"
SUBSTANCE,45563197,"alcohol use complicating pregnancy, second trimester"
SUBSTANCE,45548851,"alcohol use complicating pregnancy, third trimester"
SUBSTANCE,45582593,"alcohol use complicating pregnancy, unspecified trimester"
SUBSTANCE,45566781,"alcohol use, unspecified with alcohol-induced anxiety disorder"
SUBSTANCE,45542791,"alcohol use, unspecified with alcohol-induced mood disorder"
SUBSTANCE,45566780,"alcohol use, unspecified with alcohol-induced persisting amnestic disorder"
SUBSTANCE,45547675,"alcohol use, unspecified with alcohol-induced persisting dementia"
SUBSTANCE,1568104,"alcohol use, unspecified with alcohol-induced psychotic disorder"
SUBSTANCE,45586192,"alcohol use, unspecified with alcohol-induced psychotic disorder, unspecified"
SUBSTANCE,45566779,"alcohol use, unspecified with alcohol-induced psychotic disorder with delusions"
SUBSTANCE,45591087,"alcohol use, unspecified with alcohol-induced psychotic disorder with hallucinations"
SUBSTANCE,45562005,"alcohol use, unspecified with alcohol-induced sleep disorder"
SUBSTANCE,45566778,"alcohol use, unspecified with intoxication delirium"
SUBSTANCE,44829916,alcohol withdrawal
SUBSTANCE,44826487,alcohol withdrawal delirium
SUBSTANCE,1410437,amphetamines toxic psychosis (machine translation)
SUBSTANCE,1410376,analgesic drugs addiction (machine translation)
SUBSTANCE,44819557,antidepressant type abuse
SUBSTANCE,44832250,"antidepressant type abuse, continuous"
SUBSTANCE,44825308,"antidepressant type abuse, episodic"
SUBSTANCE,44829942,"antidepressant type abuse, in remission"
SUBSTANCE,44836985,"antidepressant type abuse, unspecified"
SUBSTANCE,45533069,cannabis abuse with cannabis-induced anxiety disorder
SUBSTANCE,45542799,cannabis abuse with intoxication delirium
SUBSTANCE,45571720,cannabis abuse with other cannabis-induced disorder
SUBSTANCE,1568121,cannabis abuse with other cannabis-induced disorder
SUBSTANCE,1568120,cannabis abuse with psychotic disorder
SUBSTANCE,45581414,"cannabis abuse with psychotic disorder, unspecified"
SUBSTANCE,45591096,cannabis abuse with psychotic disorder with delusions
SUBSTANCE,45581413,cannabis abuse with psychotic disorder with hallucinations
SUBSTANCE,45552435,cannabis abuse with unspecified cannabis-induced disorder
SUBSTANCE,45595860,cannabis dependence with cannabis-induced anxiety disorder
SUBSTANCE,45557164,cannabis dependence with intoxication delirium
SUBSTANCE,45576502,cannabis dependence with other cannabis-induced disorder
SUBSTANCE,1568123,cannabis dependence with other cannabis-induced disorder
SUBSTANCE,45581416,cannabis dependence with psychotic disorder
SUBSTANCE,45538014,"cannabis dependence with psychotic disorder, unspecified"
SUBSTANCE,45571721,cannabis dependence with psychotic disorder with delusions
SUBSTANCE,45538013,cannabis dependence with psychotic disorder with hallucinations
SUBSTANCE,45557165,cannabis dependence with unspecified cannabis-induced disorder
SUBSTANCE,1568117,cannabis related disorders
SUBSTANCE,1568124,"cannabis use, unspecified"
SUBSTANCE,45547678,"cannabis use, unspecified, uncomplicated"
SUBSTANCE,45581417,"cannabis use, unspecified with anxiety disorder"
SUBSTANCE,45595862,"cannabis use, unspecified with intoxication delirium"
SUBSTANCE,1568127,"cannabis use, unspecified with other cannabis-induced disorder"
SUBSTANCE,45605465,"cannabis use, unspecified with other cannabis-induced disorder"
SUBSTANCE,1568126,"cannabis use, unspecified with psychotic disorder"
SUBSTANCE,45566791,"cannabis use, unspecified with psychotic disorder, unspecified"
SUBSTANCE,45576504,"cannabis use, unspecified with psychotic disorder with delusions"
SUBSTANCE,45533071,"cannabis use, unspecified with psychotic disorder with hallucinations"
SUBSTANCE,45591101,"cannabis use, unspecified with unspecified cannabis-induced disorder"
SUBSTANCE,1410325,chronic alcoholic delirium (machine translation)
SUBSTANCE,1410320,chronic alcoholic hallucinations (machine translation)
SUBSTANCE,1410319,chronic alcoholic paranoia (machine translation)
SUBSTANCE,1410310,chronic alcoholism (machine translation)
SUBSTANCE,1410318,chronic alcoholism schizophreniform psychosis (machine translation)
SUBSTANCE,45595872,cocaine abuse with cocaine-induced anxiety disorder
SUBSTANCE,45538030,cocaine abuse with cocaine-induced mood disorder
SUBSTANCE,1568144,cocaine abuse with cocaine-induced psychotic disorder
SUBSTANCE,45581424,"cocaine abuse with cocaine-induced psychotic disorder, unspecified"
SUBSTANCE,45533074,cocaine abuse with cocaine-induced psychotic disorder with delusions
SUBSTANCE,45595871,cocaine abuse with cocaine-induced psychotic disorder with hallucinations
SUBSTANCE,1568143,cocaine abuse with intoxication
SUBSTANCE,45557169,"cocaine abuse with intoxication, uncomplicated"
SUBSTANCE,45586207,"cocaine abuse with intoxication, unspecified"
SUBSTANCE,45605467,cocaine abuse with intoxication with delirium
SUBSTANCE,45538029,cocaine abuse with intoxication with perceptual disturbance
SUBSTANCE,45571726,cocaine abuse with other cocaine-induced disorder
SUBSTANCE,1568145,cocaine abuse with other cocaine-induced disorder
SUBSTANCE,45552443,cocaine abuse with unspecified cocaine-induced disorder
SUBSTANCE,45538033,cocaine dependence with cocaine-induced anxiety disorder
SUBSTANCE,45571727,cocaine dependence with cocaine-induced mood disorder
SUBSTANCE,45571728,cocaine dependence with cocaine-induced psychotic disorder
SUBSTANCE,45538032,"cocaine dependence with cocaine-induced psychotic disorder, unspecified"
SUBSTANCE,45605468,cocaine dependence with cocaine-induced psychotic disorder with delusions
SUBSTANCE,45600708,cocaine dependence with cocaine-induced psychotic disorder with hallucinations
SUBSTANCE,45562017,cocaine dependence with intoxication
SUBSTANCE,45557171,cocaine dependence with intoxication delirium
SUBSTANCE,45538031,"cocaine dependence with intoxication, uncomplicated"
SUBSTANCE,45557172,"cocaine dependence with intoxication, unspecified"
SUBSTANCE,45591104,cocaine dependence with intoxication with perceptual disturbance
SUBSTANCE,45605469,cocaine dependence with other cocaine-induced disorder
SUBSTANCE,1568147,cocaine dependence with other cocaine-induced disorder
SUBSTANCE,45566800,cocaine dependence with unspecified cocaine-induced disorder
SUBSTANCE,45557173,cocaine dependence with withdrawal
SUBSTANCE,1568141,cocaine related disorders
SUBSTANCE,1568148,"cocaine use, unspecified"
SUBSTANCE,45557174,"cocaine use, unspecified, uncomplicated"
SUBSTANCE,45586208,"cocaine use, unspecified with cocaine-induced anxiety disorder"
SUBSTANCE,45542808,"cocaine use, unspecified with cocaine-induced mood disorder"
SUBSTANCE,1568150,"cocaine use, unspecified with cocaine-induced psychotic disorder"
SUBSTANCE,45557176,"cocaine use, unspecified with cocaine-induced psychotic disorder, unspecified"
SUBSTANCE,45533076,"cocaine use, unspecified with cocaine-induced psychotic disorder with delusions"
SUBSTANCE,45533077,"cocaine use, unspecified with cocaine-induced psychotic disorder with hallucinations"
SUBSTANCE,1568149,"cocaine use, unspecified with intoxication"
SUBSTANCE,45538034,"cocaine use, unspecified with intoxication delirium"
SUBSTANCE,45576510,"cocaine use, unspecified with intoxication, uncomplicated"
SUBSTANCE,45557175,"cocaine use, unspecified with intoxication, unspecified"
SUBSTANCE,45538035,"cocaine use, unspecified with intoxication with perceptual disturbance"
SUBSTANCE,45552444,"cocaine use, unspecified with other cocaine-induced disorder"
SUBSTANCE,1568151,"cocaine use, unspecified with other specified cocaine-induced disorder"
SUBSTANCE,45576512,"cocaine use, unspecified with unspecified cocaine-induced disorder"
SUBSTANCE,44826488,drug-induced delirium
SUBSTANCE,44831081,drug-induced mental disorders
SUBSTANCE,44834582,drug-induced mood disorder
SUBSTANCE,44831082,drug-induced persisting amnestic disorder
SUBSTANCE,44826489,drug-induced persisting dementia
SUBSTANCE,44825287,drug-induced psychotic disorders
SUBSTANCE,44827642,drug-induced psychotic disorder with delusions
SUBSTANCE,44832221,drug-induced psychotic disorder with hallucinations
SUBSTANCE,45538100,drug induced tics
SUBSTANCE,45566808,hallucinogen abuse with hallucinogen-induced anxiety disorder
SUBSTANCE,45605474,hallucinogen abuse with hallucinogen-induced mood disorder
SUBSTANCE,1568167,hallucinogen abuse with hallucinogen-induced psychotic disorder
SUBSTANCE,45552449,"hallucinogen abuse with hallucinogen-induced psychotic disorder, unspecified"
SUBSTANCE,45562020,hallucinogen abuse with hallucinogen-induced psychotic disorder with delusions
SUBSTANCE,45595879,hallucinogen abuse with hallucinogen-induced psychotic disorder with hallucinations
SUBSTANCE,45600715,hallucinogen abuse with hallucinogen persisting perception disorder (flashbacks)
SUBSTANCE,1568166,hallucinogen abuse with intoxication
SUBSTANCE,45538042,"hallucinogen abuse with intoxication, uncomplicated"
SUBSTANCE,45552448,"hallucinogen abuse with intoxication, unspecified"
SUBSTANCE,45533080,hallucinogen abuse with intoxication with delirium
SUBSTANCE,45600714,hallucinogen abuse with intoxication with perceptual disturbance
SUBSTANCE,1568168,hallucinogen abuse with other hallucinogen-induced disorder
SUBSTANCE,45552450,hallucinogen abuse with other hallucinogen-induced disorder
SUBSTANCE,45576518,hallucinogen abuse with unspecified hallucinogen-induced disorder
SUBSTANCE,45571736,hallucinogen dependence with hallucinogen-induced anxiety disorder
SUBSTANCE,45581432,hallucinogen dependence with hallucinogen-induced mood disorder
SUBSTANCE,1568171,hallucinogen dependence with hallucinogen-induced psychotic disorder
SUBSTANCE,45571735,"hallucinogen dependence with hallucinogen-induced psychotic disorder, unspecified"
SUBSTANCE,45591113,hallucinogen dependence with hallucinogen-induced psychotic disorder with delusions
SUBSTANCE,45562021,hallucinogen dependence with hallucinogen-induced psychotic disorder with hallucinations
SUBSTANCE,45595880,hallucinogen dependence with hallucinogen persisting perception disorder (flashbacks)
SUBSTANCE,1568170,hallucinogen dependence with intoxication
SUBSTANCE,45542816,"hallucinogen dependence with intoxication, uncomplicated"
SUBSTANCE,45586216,"hallucinogen dependence with intoxication, unspecified"
SUBSTANCE,45533081,hallucinogen dependence with intoxication with delirium
SUBSTANCE,1568172,hallucinogen dependence with other hallucinogen-induced disorder
SUBSTANCE,45552451,hallucinogen dependence with other hallucinogen-induced disorder
SUBSTANCE,45538043,hallucinogen dependence with unspecified hallucinogen-induced disorder
SUBSTANCE,1568164,hallucinogen related disorders
SUBSTANCE,1568173,"hallucinogen use, unspecified"
SUBSTANCE,45605475,"hallucinogen use, unspecified, uncomplicated"
SUBSTANCE,45552452,"hallucinogen use, unspecified with hallucinogen-induced anxiety disorder"
SUBSTANCE,45562024,"hallucinogen use, unspecified with hallucinogen-induced mood disorder"
SUBSTANCE,1568175,"hallucinogen use, unspecified with hallucinogen-induced psychotic disorder"
SUBSTANCE,45571738,"hallucinogen use, unspecified with hallucinogen-induced psychotic disorder, unspecified"
SUBSTANCE,45542819,"hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with delusions"
SUBSTANCE,45542820,"hallucinogen use, unspecified with hallucinogen-induced psychotic disorder with hallucinations"
SUBSTANCE,45581434,"hallucinogen use, unspecified with hallucinogen persisting perception disorder (flashbacks)"
SUBSTANCE,1568174,"hallucinogen use, unspecified with intoxication"
SUBSTANCE,45566809,"hallucinogen use, unspecified with intoxication, uncomplicated"
SUBSTANCE,45542818,"hallucinogen use, unspecified with intoxication, unspecified"
SUBSTANCE,45586217,"hallucinogen use, unspecified with intoxication with delirium"
SUBSTANCE,45538045,"hallucinogen use, unspecified with other hallucinogen-induced disorder"
SUBSTANCE,1568176,"hallucinogen use, unspecified with other specified hallucinogen-induced disorder"
SUBSTANCE,45591114,"hallucinogen use, unspecified with unspecified hallucinogen-induced disorder"
SUBSTANCE,1410387,hypnotics addiction (machine translation)
SUBSTANCE,44836955,idiosyncratic alcohol intoxication
SUBSTANCE,45566813,inhalant abuse with inhalant-induced anxiety disorder
SUBSTANCE,45566812,inhalant abuse with inhalant-induced dementia
SUBSTANCE,45595887,inhalant abuse with inhalant-induced mood disorder
SUBSTANCE,1568184,inhalant abuse with inhalant-induced psychotic disorder
SUBSTANCE,45547683,"inhalant abuse with inhalant-induced psychotic disorder, unspecified"
SUBSTANCE,45605480,inhalant abuse with inhalant-induced psychotic disorder with delusions
SUBSTANCE,45581437,inhalant abuse with inhalant-induced psychotic disorder with hallucinations
SUBSTANCE,45538048,inhalant abuse with intoxication delirium
SUBSTANCE,45557183,inhalant abuse with other inhalant-induced disorder
SUBSTANCE,1568185,inhalant abuse with other inhalant-induced disorders
SUBSTANCE,45595888,inhalant abuse with unspecified inhalant-induced disorder
SUBSTANCE,45586222,inhalant dependence with inhalant-induced anxiety disorder
SUBSTANCE,45547684,inhalant dependence with inhalant-induced dementia
SUBSTANCE,45562028,inhalant dependence with inhalant-induced mood disorder
SUBSTANCE,1568188,inhalant dependence with inhalant-induced psychotic disorder
SUBSTANCE,45591120,"inhalant dependence with inhalant-induced psychotic disorder, unspecified"
SUBSTANCE,45533087,inhalant dependence with inhalant-induced psychotic disorder with delusions
SUBSTANCE,45542827,inhalant dependence with inhalant-induced psychotic disorder with hallucinations
SUBSTANCE,45576524,inhalant dependence with intoxication delirium
SUBSTANCE,45557185,inhalant dependence with other inhalant-induced disorder
SUBSTANCE,1568189,inhalant dependence with other inhalant-induced disorders
SUBSTANCE,45600721,inhalant dependence with unspecified inhalant-induced disorder
SUBSTANCE,1568181,inhalant related disorders
SUBSTANCE,1568190,"inhalant use, unspecified"
SUBSTANCE,45566815,"inhalant use, unspecified, uncomplicated"
SUBSTANCE,45595889,"inhalant use, unspecified with inhalant-induced anxiety disorder"
SUBSTANCE,45557187,"inhalant use, unspecified with inhalant-induced mood disorder"
SUBSTANCE,45552458,"inhalant use, unspecified with inhalant-induced persisting dementia"
SUBSTANCE,1568192,"inhalant use, unspecified with inhalant-induced psychotic disorder"
SUBSTANCE,45605481,"inhalant use, unspecified with inhalant-induced psychotic disorder, unspecified"
SUBSTANCE,45552457,"inhalant use, unspecified with inhalant-induced psychotic disorder with delusions"
SUBSTANCE,45547685,"inhalant use, unspecified with inhalant-induced psychotic disorder with hallucinations"
SUBSTANCE,45600724,"inhalant use, unspecified with intoxication with delirium"
SUBSTANCE,45547686,"inhalant use, unspecified with other inhalant-induced disorder"
SUBSTANCE,1568193,"inhalant use, unspecified with other inhalant-induced disorders"
SUBSTANCE,45586224,"inhalant use, unspecified with unspecified inhalant-induced disorder"
SUBSTANCE,1410982,internet addiction among adolescents (machine translation)
SUBSTANCE,1410510,mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
SUBSTANCE,45562029,mental and behavioural disorders due to multiple drug use and use of other psychoactive substances
SUBSTANCE,45552462,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, amnesic syndrome"
SUBSTANCE,1410524,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, amnesic syndrome"
SUBSTANCE,1410525,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, amnesic syndrome"
SUBSTANCE,1410515,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"
SUBSTANCE,1410516,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"
SUBSTANCE,45557189,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"
SUBSTANCE,1410528,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, other mental and behavioural disorders"
SUBSTANCE,1410529,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, other mental and behavioural disorders"
SUBSTANCE,45566824,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, other mental and behavioural disorders"
SUBSTANCE,1410523,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder"
SUBSTANCE,1410522,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder"
SUBSTANCE,45605484,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, psychotic disorder"
SUBSTANCE,1410527,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, residual and late-onset psychotic disorder"
SUBSTANCE,1410526,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, residual and late-onset psychotic disorder"
SUBSTANCE,45562035,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, residual and late-onset psychotic disorder"
SUBSTANCE,1410530,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"
SUBSTANCE,1410531,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"
SUBSTANCE,45600732,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"
SUBSTANCE,1410519,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state"
SUBSTANCE,45600731,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state"
SUBSTANCE,1410518,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state"
SUBSTANCE,1410521,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state with delirium"
SUBSTANCE,1410520,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state with delirium"
SUBSTANCE,45552461,"mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, withdrawal state with delirium"
SUBSTANCE,45581401,mental and behavioural disorders due to use of alcohol
SUBSTANCE,1410300,mental and behavioural disorders due to use of alcohol
SUBSTANCE,1410324,"mental and behavioural disorders due to use of alcohol, amnesic syndrome"
SUBSTANCE,45547673,"mental and behavioural disorders due to use of alcohol, amnesic syndrome"
SUBSTANCE,1410323,"mental and behavioural disorders due to use of alcohol, amnesic syndrome"
SUBSTANCE,1410308,"mental and behavioural disorders due to use of alcohol, dependence syndrome"
SUBSTANCE,45576496,"mental and behavioural disorders due to use of alcohol, dependence syndrome"
SUBSTANCE,1410309,"mental and behavioural disorders due to use of alcohol, dependence syndrome"
SUBSTANCE,45595844,"mental and behavioural disorders due to use of alcohol, harmful use"
SUBSTANCE,1410306,"mental and behavioural disorders due to use of alcohol, harmful use"
SUBSTANCE,1410307,"mental and behavioural disorders due to use of alcohol, harmful use"
SUBSTANCE,1410329,"mental and behavioural disorders due to use of alcohol, other mental and behavioural disorders"
SUBSTANCE,1410330,"mental and behavioural disorders due to use of alcohol, other mental and behavioural disorders"
SUBSTANCE,45581407,"mental and behavioural disorders due to use of alcohol, other mental and behavioural disorders"
SUBSTANCE,45755373,"mental and behavioural disorders due to use of alcohol, psychotic disorder"
SUBSTANCE,1410316,"mental and behavioural disorders due to use of alcohol, psychotic disorder"
SUBSTANCE,1410317,"mental and behavioural disorders due to use of alcohol, psychotic disorder"
SUBSTANCE,1410327,"mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"
SUBSTANCE,1410326,"mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"
SUBSTANCE,45547674,"mental and behavioural disorders due to use of alcohol, residual and late-onset psychotic disorder"
SUBSTANCE,1410331,"mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"
SUBSTANCE,1410332,"mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"
SUBSTANCE,45557158,"mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"
SUBSTANCE,45542789,"mental and behavioural disorders due to use of alcohol, withdrawal state"
SUBSTANCE,1410312,"mental and behavioural disorders due to use of alcohol, withdrawal state"
SUBSTANCE,1410311,"mental and behavioural disorders due to use of alcohol, withdrawal state"
SUBSTANCE,1410313,"mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"
SUBSTANCE,45586191,"mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"
SUBSTANCE,1410314,"mental and behavioural disorders due to use of alcohol, withdrawal state with delirium"
SUBSTANCE,45571719,mental and behavioural disorders due to use of cannabinoids
SUBSTANCE,1410358,mental and behavioural disorders due to use of cannabinoids
SUBSTANCE,1410371,"mental and behavioural disorders due to use of cannabinoids, amnesic syndrome"
SUBSTANCE,45586202,"mental and behavioural disorders due to use of cannabinoids, amnesic syndrome"
SUBSTANCE,1410372,"mental and behavioural disorders due to use of cannabinoids, amnesic syndrome"
SUBSTANCE,1410377,"mental and behavioural disorders due to use of cannabinoids, other mental and behavioural disorders"
SUBSTANCE,45755374,"mental and behavioural disorders due to use of cannabinoids, other mental and behavioural disorders"
SUBSTANCE,1410375,"mental and behavioural disorders due to use of cannabinoids, other mental and behavioural disorders"
SUBSTANCE,1410369,"mental and behavioural disorders due to use of cannabinoids, psychotic disorder"
SUBSTANCE,1410370,"mental and behavioural disorders due to use of cannabinoids, psychotic disorder"
SUBSTANCE,45566790,"mental and behavioural disorders due to use of cannabinoids, psychotic disorder"
SUBSTANCE,45538016,"mental and behavioural disorders due to use of cannabinoids, residual and late-onset psychotic disorder"
SUBSTANCE,1410374,"mental and behavioural disorders due to use of cannabinoids, residual and late-onset psychotic disorder"
SUBSTANCE,1410373,"mental and behavioural disorders due to use of cannabinoids, residual and late-onset psychotic disorder"
SUBSTANCE,45538017,"mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder"
SUBSTANCE,1410378,"mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder"
SUBSTANCE,1410379,"mental and behavioural disorders due to use of cannabinoids, unspecified mental and behavioural disorder"
SUBSTANCE,45600702,"mental and behavioural disorders due to use of cannabinoids, withdrawal state with delirium"
SUBSTANCE,1410367,"mental and behavioural disorders due to use of cannabinoids, withdrawal state with delirium"
SUBSTANCE,1410368,"mental and behavioural disorders due to use of cannabinoids, withdrawal state with delirium"
SUBSTANCE,1410402,mental and behavioural disorders due to use of cocaine
SUBSTANCE,45595869,mental and behavioural disorders due to use of cocaine
SUBSTANCE,1410403,"mental and behavioural disorders due to use of cocaine, acute intoxication"
SUBSTANCE,1410404,"mental and behavioural disorders due to use of cocaine, acute intoxication"
SUBSTANCE,45755379,"mental and behavioural disorders due to use of cocaine, acute intoxication"
SUBSTANCE,1410416,"mental and behavioural disorders due to use of cocaine, amnesic syndrome"
SUBSTANCE,1410415,"mental and behavioural disorders due to use of cocaine, amnesic syndrome"
SUBSTANCE,45566801,"mental and behavioural disorders due to use of cocaine, amnesic syndrome"
SUBSTANCE,1410419,"mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders"
SUBSTANCE,1410420,"mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders"
SUBSTANCE,45581427,"mental and behavioural disorders due to use of cocaine, other mental and behavioural disorders"
SUBSTANCE,1410414,"mental and behavioural disorders due to use of cocaine, psychotic disorder"
SUBSTANCE,1410413,"mental and behavioural disorders due to use of cocaine, psychotic disorder"
SUBSTANCE,45591105,"mental and behavioural disorders due to use of cocaine, psychotic disorder"
SUBSTANCE,45581426,"mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder"
SUBSTANCE,1410417,"mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder"
SUBSTANCE,1410418,"mental and behavioural disorders due to use of cocaine, residual and late-onset psychotic disorder"
SUBSTANCE,45571729,"mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"
SUBSTANCE,1410421,"mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"
SUBSTANCE,1410422,"mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"
SUBSTANCE,45755380,"mental and behavioural disorders due to use of cocaine, withdrawal state"
SUBSTANCE,1410410,"mental and behavioural disorders due to use of cocaine, withdrawal state"
SUBSTANCE,1410409,"mental and behavioural disorders due to use of cocaine, withdrawal state"
SUBSTANCE,1410412,"mental and behavioural disorders due to use of cocaine, withdrawal state with delirium"
SUBSTANCE,45533075,"mental and behavioural disorders due to use of cocaine, withdrawal state with delirium"
SUBSTANCE,1410411,"mental and behavioural disorders due to use of cocaine, withdrawal state with delirium"
SUBSTANCE,1410446,mental and behavioural disorders due to use of hallucinogens
SUBSTANCE,45586215,mental and behavioural disorders due to use of hallucinogens
SUBSTANCE,1410447,"mental and behavioural disorders due to use of hallucinogens, acute intoxication"
SUBSTANCE,1410448,"mental and behavioural disorders due to use of hallucinogens, acute intoxication"
SUBSTANCE,45566807,"mental and behavioural disorders due to use of hallucinogens, acute intoxication"
SUBSTANCE,1410460,"mental and behavioural disorders due to use of hallucinogens, amnesic syndrome"
SUBSTANCE,1410459,"mental and behavioural disorders due to use of hallucinogens, amnesic syndrome"
SUBSTANCE,45571737,"mental and behavioural disorders due to use of hallucinogens, amnesic syndrome"
SUBSTANCE,1410463,"mental and behavioural disorders due to use of hallucinogens, other mental and behavioural disorders"
SUBSTANCE,45542817,"mental and behavioural disorders due to use of hallucinogens, other mental and behavioural disorders"
SUBSTANCE,1410464,"mental and behavioural disorders due to use of hallucinogens, other mental and behavioural disorders"
SUBSTANCE,1410458,"mental and behavioural disorders due to use of hallucinogens, psychotic disorder"
SUBSTANCE,45755384,"mental and behavioural disorders due to use of hallucinogens, psychotic disorder"
SUBSTANCE,1410457,"mental and behavioural disorders due to use of hallucinogens, psychotic disorder"
SUBSTANCE,45595883,"mental and behavioural disorders due to use of hallucinogens, residual and late-onset psychotic disorder"
SUBSTANCE,1410461,"mental and behavioural disorders due to use of hallucinogens, residual and late-onset psychotic disorder"
SUBSTANCE,1410462,"mental and behavioural disorders due to use of hallucinogens, residual and late-onset psychotic disorder"
SUBSTANCE,1410466,"mental and behavioural disorders due to use of hallucinogens, unspecified mental and behavioural disorder"
SUBSTANCE,45581433,"mental and behavioural disorders due to use of hallucinogens, unspecified mental and behavioural disorder"
SUBSTANCE,1410465,"mental and behavioural disorders due to use of hallucinogens, unspecified mental and behavioural disorder"
SUBSTANCE,45533082,"mental and behavioural disorders due to use of hallucinogens, withdrawal state"
SUBSTANCE,1410453,"mental and behavioural disorders due to use of hallucinogens, withdrawal state"
SUBSTANCE,1410454,"mental and behavioural disorders due to use of hallucinogens, withdrawal state"
SUBSTANCE,1410455,"mental and behavioural disorders due to use of hallucinogens, withdrawal state with delirium"
SUBSTANCE,45533083,"mental and behavioural disorders due to use of hallucinogens, withdrawal state with delirium"
SUBSTANCE,1410456,"mental and behavioural disorders due to use of hallucinogens, withdrawal state with delirium"
SUBSTANCE,45595853,mental and behavioural disorders due to use of opioids
SUBSTANCE,1410333,mental and behavioural disorders due to use of opioids
SUBSTANCE,45600700,"mental and behavioural disorders due to use of opioids, amnesic syndrome"
SUBSTANCE,1410350,"mental and behavioural disorders due to use of opioids, amnesic syndrome"
SUBSTANCE,1410351,"mental and behavioural disorders due to use of opioids, amnesic syndrome"
SUBSTANCE,1410354,"mental and behavioural disorders due to use of opioids, other mental and behavioural disorders"
SUBSTANCE,45591094,"mental and behavioural disorders due to use of opioids, other mental and behavioural disorders"
SUBSTANCE,1410355,"mental and behavioural disorders due to use of opioids, other mental and behavioural disorders"
SUBSTANCE,1410348,"mental and behavioural disorders due to use of opioids, psychotic disorder"
SUBSTANCE,1410349,"mental and behavioural disorders due to use of opioids, psychotic disorder"
SUBSTANCE,45571716,"mental and behavioural disorders due to use of opioids, psychotic disorder"
SUBSTANCE,1410352,"mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder"
SUBSTANCE,1410353,"mental and behavioural disorders due to use of opioids, residual and late-onset psychotic disorder"
